image,item_id,Question,Final Answer,Reasoning,Option a,Option b,Option c,Option d,Language,Question Level,Domain,Subject Domain
gujarati/332.jpg,332,આવક અને ખર્ચ ખાતું એક છે,ક,"આવક અને ખર્ચ ખાતું બિન-લાભકારી સંસ્થાઓ દ્વારા વધારાની રકમ અથવા ખાધ નક્કી કરવા માટે તૈયાર કરવામાં આવે છે. તે વર્તમાન અવધિના ખર્ચ અને આવક   નુકસાન અને નફો  નો રેકોર્ડ રાખે છે, જે તેને કડક રીતે નામમાત્ર ખાતા   નફા અને નુકસાન ખાતા જેવા  તરીકે વર્ગીકૃત કરે છે.",નામમાત્ર ખાતું,વાસ્તવિક ખાતું,વ્યક્તિગત ખાતું,કૃત્રિમ વ્યક્તિગત ખાતું,gujarati,,,
tamil/332.jpg,332,வருவாய் மற்றும் செலவுக் கணக்கு என்பது ஒரு,௧,"வருவாய் மற்றும் செலவுக் கணக்கு என்பது இலாப நோக்கமற்ற நிறுவனங்களால் அதிகப்படியான தொகை அல்லது பற்றாக்குறையை நிர்ணயிக்கத் தயாரிக்கப்படுகிறது. இது நடப்பு காலத்தின் செலவுகள் மற்றும் வருவாய்களை   இழப்புகள் மற்றும் இலாபங்கள்  பதிவு செய்கிறது, இதனால் இது முற்றிலும் ஒரு பெயரளவு கணக்காக   இலாப-இழப்பு கணக்கைப் போன்ற  வகைப்படுத்தப்படுகிறது.",பெயரளவு கணக்கு,உண்மை கணக்கு,தனிப்பட்ட கணக்கு,செயற்கை தனிப்பட்ட கணக்கு,tamil,,,
english/333.jpg,333,लेनदारों की लेजर समायोजन खाता किसमें खोला जाता है?,क,"स्वयं-संतुलन लेजर प्रणाली में, ""समायोजन खाता"" नियंत्रण खाते का प्रतिनिधित्व करता है। लेनदारों की लेजर समायोजन खाता   जिसे कुल लेनदार खाता भी कहा जाता है  सामान्य लेजर में रखा जाता है ताकि सहायक लेनदार लेजर की कुल शेष राशि का सत्यापन किया जा सके।",सामान्य लेजर,ऋणी लेजर,लेनदार लेजर,  ख  या   ग  में से कोई एक,hindi,,,
english/333.jpg,333,পাওনাদারদের লেজার সমন্বয় হিসাব কোনটিতে খোলা হয়?,ক,"স্বয়ং-সামঞ্জস্য লেজার পদ্ধতিতে, ""সমন্বয় হিসাব"" নিয়ন্ত্রণ হিসাবকে উপস্থাপন করে। পাওনাদারদের লেজার সমন্বয় হিসাব   যাকে মোট পাওনাদার হিসাবও বলা হয়  সাধারণ লেজারে রাখা হয় যাতে সহায়ক পাওনাদার লেজারের মোট ভারসাম্য যাচাই করা যায়।",সাধারণ লেজার,ঋণগ্রহীতা লেজার,পাওনাদার লেজার,  খ  অথবা   গ  এর যেকোনো একটি,bengali,,,
english/333.jpg,333,सावकारांच्या लेजर समायोजन खाते कोणत्या खात्यात उघडले जाते?,क,"स्वयं-संतुलन लेजर प्रणालीमध्ये, ""समायोजन खाते"" हे नियंत्रण खाते दर्शवते. सावकारांच्या लेजर समायोजन खाते   ज्याला एकूण सावकार खाते असेही म्हणतात  सामान्य लेजरमध्ये ठेवले जाते जेणेकरून उपसावकार लेजरची एकूण शिल्लक पडताळता येईल।",सामान्य लेजर,देणेकरी लेजर,सावकार लेजर,  ख  किंवा   ग  यापैकी कोणतेही एक,marathi,,,
english/333.jpg,333,પાવનારના લેજર એડજસ્ટમેન્ટ એકાઉન્ટ કયા ખાતામાં ખોલવામાં આવે છે?,ક,"સ્વ-સંતુલિત લેજર સિસ્ટમમાં, ""એડજસ્ટમેન્ટ એકાઉન્ટ"" નિયંત્રણ ખાતાનું પ્રતિનિધિત્વ કરે છે. પાવનારના લેજર એડજસ્ટમેન્ટ એકાઉન્ટ   જેને કુલ પાવનાર એકાઉન્ટ પણ કહેવામાં આવે છે  સામાન્ય લેજરમાં રાખવામાં આવે છે જેથી સહાયક પાવનાર લેજરની કુલ બેલેન્સની ચકાસણી કરી શકાય.",સામાન્ય લેજર,દેવાદાર લેજર,પાવનાર લેજર,  ખ  અથવા   ગ  માંથી કોઈ એક,gujarati,,,
english/333.jpg,333,கடனாளிகள் லெட்ஜர் சரிசெய்தல் கணக்கு எதில் திறக்கப்படுகிறது?,௧,"சுய-இசைவாக்க லெட்ஜர் முறையில், ""சரிசெய்தல் கணக்கு"" என்பது கட்டுப்பாட்டு கணக்கை குறிக்கிறது. கடனாளிகள் லெட்ஜர் சரிசெய்தல் கணக்கு   மொத்த கடனாளிகள் கணக்கு என்றும் அழைக்கப்படுகிறது  பொதுக் கணக்கில் வைக்கப்படுகிறது, இதன் மூலம் துணை கடனாளிகள் லெட்ஜரின் மொத்த இருப்பு சரிபார்க்கப்படுகிறது.",பொது லெட்ஜர்,பாக்கியாளர் லெட்ஜர்,கடனாளிகள் லெட்ஜர்,  ஆ  அல்லது   இ  இவற்றில் ஏதேனும் ஒன்று,tamil,,,
english/334.jpg,334,रसीद और भुगतान खाता एक है,ख,"रसीद और भुगतान खाता मूलतः नकद बही का सारांश होता है। चूँकि नकद एक परिसंपत्ति है, इस खाते को वास्तविक खाता के रूप में वर्गीकृत किया जाता है   जो आता है उसे डेबिट करें, जो जाता है उसे क्रेडिट करें ।",नाममात्र खाता,वास्तविक खाता,व्यक्तिगत खाता,कृत्रिम व्यक्तिगत खाता,hindi,,,
english/334.jpg,334,রসিদ ও পরিশোধ হিসাব একটি,খ,"রসিদ ও পরিশোধ হিসাব মূলত নগদ বইয়ের একটি সারসংক্ষেপ। যেহেতু নগদ একটি সম্পদ, এই হিসাবকে বাস্তব হিসাব হিসেবে শ্রেণীবদ্ধ করা হয়   যা আসে তাকে ডেবিট করুন, যা যায় তাকে ক্রেডিট করুন ।",নামমাত্র হিসাব,বাস্তব হিসাব,ব্যক্তিগত হিসাব,কৃত্রিম ব্যক্তিগত হিসাব,bengali,,,
english/334.jpg,334,पावत्या व देयके खाते हे एक आहे,ख,"पावत्या व देयके खाते हे मुळात रोकड वह्येचा सारांश असतो. कारण रोकड ही एक मालमत्ता आहे, त्यामुळे हे खाते वास्तविक खाते म्हणून वर्गीकृत केले जाते   जे येते ते डेबिट करा, जे जाते ते क्रेडिट करा ।",नाममात्र खाते,वास्तविक खाते,वैयक्तिक खाते,कृत्रिम वैयक्तिक खाते,marathi,,,
english/334.jpg,334,રસીદ અને ચુકવણી ખાતું એક છે,ખ,"રસીદ અને ચુકવણી ખાતું મૂળરૂપે રોકડ બુકનો સારાંશ છે. કારણ કે રોકડ એક સંપત્તિ છે, આ ખાતાને વાસ્તવિક ખાતા તરીકે વર્ગીકૃત કરવામાં આવે છે   જે આવે તેને ડેબિટ કરો, જે જાય તેને ક્રેડિટ કરો ।",નામમાત્ર ખાતું,વાસ્તવિક ખાતું,વ્યક્તિગત ખાતું,કૃત્રિમ વ્યક્તિગત ખાતું,gujarati,,,
english/334.jpg,334,ரசீதுகள் மற்றும் செலுத்தல்கள் கணக்கு என்பது ஒரு,௨,"ரசீதுகள் மற்றும் செலுத்தல்கள் கணக்கு என்பது அடிப்படையில் ரொக்கப் புத்தகத்தின் சுருக்கமாகும். ரொக்கம் ஒரு சொத்து என்பதால், இந்தக் கணக்கு ஒரு யதார்த்தக் கணக்காக வகைப்படுத்தப்படுகிறது   உள்வரும் தொகையை டெபிட் செய்யவும், வெளியேறும் தொகையை கிரெடிட் செய்யவும் ।",நாமமாத்திரக் கணக்கு,யதார்த்தக் கணக்கு,தனிப்பட்ட கணக்கு,செயற்கை தனிப்பட்ட கணக்கு,tamil,,,
hindi/335.jpg,335,"व्यवसाय के स्वामित्व वाला ऐसा संसाधन जिसका उद्देश्य भविष्य में लाभ उत्पन्न करने के लिए उसका उपयोग करना हो, उसे क्या कहा जाता है?",ख,"संपत्ति   Asset  को इस प्रकार परिभाषित किया जाता है: यह एक ऐसा संसाधन है जो किसी इकाई के नियंत्रण में हो, जो पिछले घटनाक्रमों का परिणाम हो, और जिससे भविष्य में आर्थिक लाभ   लाभ/नकदी प्रवाह  उस इकाई को प्राप्त होने की अपेक्षा हो।",पूंजी,संपत्ति,देयता,अधिशेष,hindi,,,
bengali/335.jpg,335,"ব্যবসার মালিকানাধীন এমন একটি সম্পদ, যার উদ্দেশ্য ভবিষ্যতে মুনাফা উৎপাদনের জন্য ব্যবহার করা, তাকে কী বলা হয়?",খ,"সম্পদ   Asset  সংজ্ঞায়িত হয় এইভাবে: এটি এমন একটি সম্পদ যা কোনো সত্তার নিয়ন্ত্রণে থাকে, যা অতীত ঘটনার ফল, এবং যেখান থেকে ভবিষ্যতে অর্থনৈতিক সুবিধা   মুনাফা/নগদ প্রবাহ  সেই সত্তার কাছে আসবে বলে আশা করা হয়।",পুঁজি,সম্পদ,দায়,অধিশেষ,bengali,,,
marathi/335.jpg,335,"व्यवसायाच्या मालकीचा असा स्रोत ज्याचा उपयोग भविष्यात नफा उत्पन्न करण्यासाठी करण्याचा उद्देश आहे, त्याला काय म्हणतात?",ख,"संपत्ती   Asset  अशी परिभाषित केली जाते: ती एक अशी साधनसंपत्ती आहे जी एखाद्या घटकाच्या नियंत्रणाखाली असते, जी भूतकाळातील घटनांचा परिणाम असते आणि ज्यापासून भविष्यात आर्थिक लाभ   नफा/रोख प्रवाह  त्या घटकाला मिळण्याची अपेक्षा असते।",भांडवल,संपत्ती,दायित्व,अधिशेष,marathi,,,
gujarati/335.jpg,335,"વ્યવસાયની માલિકી હેઠળનો એવો સ્ત્રોત, જેનો હેતુ ભવિષ્યમાં નફો ઉત્પન્ન કરવા માટે તેનો ઉપયોગ કરવાનો હોય, તેને શું કહેવામાં આવે છે?",ખ,"સંપત્તિ   Asset  ની વ્યાખ્યા આ રીતે થાય છે: તે એવો સ્ત્રોત છે જે કોઈ એકમના નિયંત્રણ હેઠળ હોય, જે ભૂતકાળની ઘટનાઓનું પરિણામ હોય અને જેમાંથી ભવિષ્યમાં આર્થિક લાભ   નફો/નગદ પ્રવાહ  તે એકમને પ્રાપ્ત થવાની અપેક્ષા હોય।",મૂડી,સંપત્તિ,બાકીદારી,અધિશેષ,gujarati,,,
tamil/335.jpg,335,"ஒரு வணிகம் உடையதாக இருந்து, எதிர்கால லாபத்தை உருவாக்கும் நோக்கில் பயன்படுத்தப்படும் ஒரு வளம் எவ்வாறு அழைக்கப்படுகிறது?",௨,"சொத்து   Asset  என்பது இவ்வாறு வரையறுக்கப்படுகிறது: இது ஒரு நிறுவனத்தின் கட்டுப்பாட்டில் இருக்கும், கடந்த நிகழ்வுகளின் விளைவாக உருவான, மேலும் அதிலிருந்து எதிர்காலத்தில் பொருளாதார நன்மைகள்   லாபம்/பணப்புழக்கம்  அந்த நிறுவனத்திற்கு வரும் என்று எதிர்பார்க்கப்படும் ஒரு வளமாகும்.",மூலதனம்,சொத்து,பொறுப்பு,இலாப அதிகம்,tamil,,,
english/336.jpg,336,जारी किया गया बाह्य चालान   Outward Invoice  किसका स्रोत दस्तावेज़ होता है?,ख,"“बाह्य चालान” वह बिल है जो विक्रेता द्वारा क्रेता को भेजा जाता है। यह दस्तावेज़ उधार बिक्री का प्राथमिक प्रमाण होता है, जिसे बिक्री पुस्तिका   Sales Book  में दर्ज किया जाता है।   इसके विपरीत, आंतरिक चालान   Inward Invoice  क्रय पुस्तिका के लिए होता है। ",क्रय पुस्तिका,बिक्री पुस्तिका,वापसी आंतरिक पुस्तिका,वापसी बाह्य पुस्तिका,hindi,,,
english/336.jpg,336,প্রেরিত আউটওয়ার্ড ইনভয়েস   Outward Invoice  কোনটির উৎস নথি?,খ,"“আউটওয়ার্ড ইনভয়েস” হল বিক্রেতা কর্তৃক ক্রেতাকে পাঠানো বিল। এই নথি ঋণ বিক্রয়ের প্রধান প্রমাণ হিসাবে কাজ করে, যা বিক্রয় বইতে   Sales Book  নথিভুক্ত হয়।   অন্যদিকে, ইনওয়ার্ড ইনভয়েস ক্রয় বইয়ের জন্য ব্যবহৃত হয়। ",ক্রয় বই,বিক্রয় বই,রিটার্ন ইনওয়ার্ড বই,রিটার্ন আউটওয়ার্ড বই,bengali,,,
english/336.jpg,336,जारी केलेला बाह्य चलन   Outward Invoice  कोणत्या नोंदवहीचा स्रोत दस्तऐवज असतो?,ख,"“बाह्य चलन” म्हणजे विक्रेत्याने खरेदीदाराला पाठवलेले बिल. हा दस्तऐवज उधारीवरील विक्रीचा प्राथमिक पुरावा असतो, जो विक्री वहित   Sales Book  नोंदवला जातो.   याउलट, अंतर्गत चलन   Inward Invoice  खरेदी वहित नोंदवले जाते. ",खरेदी वही,विक्री वही,परतावा अंतर्गत वही,परतावा बाह्य वही,marathi,,,
english/336.jpg,336,જારી કરાયેલ આઉટવર્ડ ઇન્વૉઇસ   Outward Invoice  કયા રજીસ્ટરનો સ્ત્રોત દસ્તાવેજ છે?,ખ,"“આઉટવર્ડ ઇન્વૉઇસ” એ વેચનાર દ્વારા ખરીદદારે મોકલવામાં આવેલ બિલ છે. આ દસ્તાવેજ ઉધાર વેચાણનો મુખ્ય પુરાવો છે, જે સેલ્સ બુક   Sales Book  માં નોંધવામાં આવે છે.   વિપરીત રીતે, ઇનવર્ડ ઇન્વૉઇસ ખરીદી બુક માટે હોય છે. ",ખરીદી બુક,વેચાણ બુક,રીટર્ન ઇનવર્ડ બુક,રીટર્ન આઉટવર્ડ બુક,gujarati,,,
english/336.jpg,336,வெளியிடப்பட்ட அவுட்வர்ட் இன்வாய்ஸ்   Outward Invoice  எதற்கான மூல ஆவணம்?,௨,"“அவுட்வர்ட் இன்வாய்ஸ்” என்பது விற்பனையாளர் வாங்குபவருக்கு அனுப்பும் பில் ஆகும். இந்த ஆவணம் கடன் விற்பனையின் முதன்மை ஆதாரமாக செயல்படுகிறது, இது விற்பனைப் புத்தகத்தில்   Sales Book  பதிவு செய்யப்படுகிறது.   மாறாக, இன்பர்ட் இன்வாய்ஸ்   Inward Invoice  கொள்முதல் புத்தகத்திற்காக இருக்கும். ",கொள்முதல் புத்தகம்,விற்பனை புத்தகம்,ரிட்டர்ன் இன்பர்ட் புத்தகம்,ரிட்டர்ன் அவுட்வர்ட் புத்தகம்,tamil,,,
english/337.jpg,337,निम्नलिखित में से कौन-सा पूंजीगत प्रकृति का है?,घ,किसी स्थायी परिसंपत्ति   जैसे मशीनरी  को कार्यशील स्थिति में लाने के लिए किया गया कोई भी व्यय पूंजीकृत किया जाता है   अर्थात् परिसंपत्ति की लागत में जोड़ा जाता है  न कि इसे राजस्व व्यय के रूप में माना जाता है।,क्रय पर कमीशन,मरम्मत की लागत,कारखाने का किराया,मशीनरी की स्थापना के लिए दिए गए मजदूरी,hindi,,,
english/337.jpg,337,নিম্নলিখিতগুলির মধ্যে কোনটি মূলধনী প্রকৃতির?,ঘ,"কোনও স্থায়ী সম্পদ   যেমন যন্ত্রপাতি  কার্যক্ষম অবস্থায় আনতে যে ব্যয় হয়, তা মূলধনীকরণ করা হয়   অর্থাৎ সম্পদের মূল্যে যোগ করা হয়  এবং রাজস্ব ব্যয় হিসেবে গণ্য করা হয় না।",ক্রয়ের উপর কমিশন,মেরামতের খরচ,কারখানার ভাড়া,যন্ত্রপাতি স্থাপনের জন্য প্রদত্ত মজুরি,bengali,,,
english/337.jpg,337,खालीलपैकी कोणता खर्च भांडवली स्वरूपाचा आहे?,घ,एखाद्या स्थिर मालमत्तेला   उदा. यंत्रसामग्री  कार्यक्षम स्थितीत आणण्यासाठी केलेला कोणताही खर्च भांडवलीकृत केला जातो   म्हणजेच मालमत्तेच्या किमतीत जोडला जातो  आणि तो महसुली खर्च म्हणून गणला जात नाही।,खरेदीवरील कमिशन,दुरुस्तीचा खर्च,कारखान्याचे भाडे,यंत्रसामग्री बसविण्यासाठी दिलेली मजुरी,marathi,,,
english/337.jpg,337,નીચેના પૈકી કયું મૂડી સ્વરૂપનું છે?,ઘ,કોઈ સ્થિર સંપત્તિ   જેમ કે મશીનરી  ને કાર્યક્ષમ સ્થિતિમાં લાવવા માટે થયેલો કોઈપણ ખર્ચ મૂડીકરણ કરવામાં આવે છે   અર્થાત્ સંપત્તિની કિંમતમાં ઉમેરવામાં આવે છે  અને તેને આવક ખર્ચ તરીકે ગણવામાં આવતો નથી।,ખરીદી પર કમિશન,મરામતનો ખર્ચ,કારખાનાનું ભાડું,મશીનરી સ્થાપન માટે ચૂકવેલ મજૂરી,gujarati,,,
english/337.jpg,337,பின்வருவனவற்றில் எது மூலதன தன்மையுடையது?,௪,"ஒரு நிலையான சொத்தை   எ.கா., இயந்திரம்  செயல்படும் நிலையில் கொண்டு வர ஏற்படும் எந்தச் செலவும் மூலதனமாக்கப்படுகிறது   அதாவது, சொத்தின் செலவில் சேர்க்கப்படுகிறது  மற்றும் வருவாய் செலவாக கருதப்படாது.",கொள்முதல் கமிஷன்,பழுது பார்க்கும் செலவு,தொழிற்சாலையின் வாடகை,இயந்திரம் நிறுவுவதற்கான கூலி,tamil,,,
english/338.jpg,338,"यदि किसी सह-उद्यमी द्वारा कोई स्टॉक लिया जाता है, तो इसे किस रूप में माना जाएगा?",क,"जब कोई सह-उद्यमी स्टॉक लेता है, तो इसे मूल रूप से उस व्यक्ति को बिक्री के रूप में माना जाता है। संयुक्त उद्यम खाते को क्रेडिट किया जाता है   आय/लाभ  और सह-उद्यमी के खाते को डेबिट किया जाता है।",संयुक्त उद्यम की एक आय।,संयुक्त उद्यम का एक व्यय।,संयुक्त उद्यम से अनदेखा किया जाएगा।,इसे सह-उद्यमी की व्यक्तिगत पुस्तकों में दर्ज किया जाएगा।,hindi,,,
english/338.jpg,338,"যদি কোনও সহ-উদ্যোক্তা কোনও স্টক গ্রহণ করে, তবে এটিকে কীভাবে গণ্য করা হবে?",ক,"যখন কোনও সহ-উদ্যোক্তা স্টক গ্রহণ করে, তখন এটিকে মূলত সেই ব্যক্তির কাছে বিক্রয় হিসাবে গণ্য করা হয়। যৌথ উদ্যোগ অ্যাকাউন্টে ক্রেডিট করা হয়   আয়/লাভ  এবং সহ-উদ্যোক্তার অ্যাকাউন্টে ডেবিট করা হয়।",যৌথ উদ্যোগের একটি আয়।,যৌথ উদ্যোগের একটি ব্যয়।,যৌথ উদ্যোগ থেকে উপেক্ষা করা হবে।,এটি সহ-উদ্যোক্তার ব্যক্তিগত বইতে লিপিবদ্ধ করা হবে।,bengali,,,
english/338.jpg,338,"जर एखाद्या सह-उद्योजकाने स्टॉक घेतला, तर त्याची गणना कशी केली जाईल?",क,"जेव्हा एखादा सह-उद्योजक स्टॉक घेतो, तेव्हा त्याची मुळात त्या व्यक्तीला विक्री म्हणून गणना केली जाते. संयुक्त उद्यम खात्यात क्रेडिट   उत्पन्न/नफा  केले जाते आणि सह-उद्योजकाच्या खात्यात डेबिट केले जाते।",संयुक्त उद्यमाचे एक उत्पन्न।,संयुक्त उद्यमाचा एक खर्च।,संयुक्त उद्यमातून दुर्लक्ष केले जाईल।,ते सह-उद्योजकाच्या वैयक्तिक वह्यांमध्ये नोंदवले जाईल।,marathi,,,
english/338.jpg,338,"જો કોઈ સહ-ઉદ્યોગકર્તા સ્ટોક લે છે, તો તેને કેવી રીતે ગણવામાં આવશે?",ક,"જ્યારે કોઈ સહ-ઉદ્યોગકર્તા સ્ટોક લે છે, ત્યારે તેને મૂળભૂત રીતે તે વ્યક્તિને વેચાણ તરીકે ગણવામાં આવે છે. સંયુક્ત સાહસ ખાતામાં ક્રેડિટ   આવક/નફો  કરવામાં આવે છે અને સહ-ઉદ્યોગકર્તાના ખાતામાં ડેબિટ કરવામાં આવે છે.",સંયુક્ત સાહસની એક આવક.,સંયુક્ત સાહસનો એક ખર્ચ.,સંયુક્ત સાહસમાંથી અવગણવામાં આવશે.,તે સહ-ઉદ્યોગકર્તાની વ્યક્તિગત પુસ્તકોમાં દાખલ કરવામાં આવશે.,gujarati,,,
english/338.jpg,338,"ஏதேனும் பங்கு   Stock  ஒரு கூட்டு முயற்சியாளரால் எடுக்கப்பட்டால், அது எவ்வாறு கருதப்படும்?",௧,"ஒரு கூட்டு முயற்சியாளர் பங்குகளை எடுத்துக்கொண்டால், அது அடிப்படையில் அந்த நபருக்கு விற்பனை செய்ததாக கருதப்படும். கூட்டு முயற்சி கணக்கில்   வருவாய்/லாபம்  கடன்   Credit  செய்யப்படும் மற்றும் கூட்டு முயற்சியாளரின் கணக்கில் பற்று   Debit  செய்யப்படும்.",கூட்டு முயற்சியின் ஒரு வருவாய்.,கூட்டு முயற்சியின் ஒரு செலவு.,கூட்டு முயற்சியில் இருந்து புறக்கணிக்கப்படும்.,அது கூட்டு முயற்சியாளரின் தனிப்பட்ட புத்தகங்களில் பதிவு செய்யப்படும்.,tamil,,,
english/339.jpg,339,संभाव्य देयता कहाँ प्रदर्शित की जाएगी,घ,"संभाव्य देयताएँ   जैसे कि लंबित मुकदमा  अभी वास्तविक देयताएँ नहीं होतीं, इसलिए इन्हें बैलेंस शीट के मुख्य कुल में शामिल नहीं किया जाता, बल्कि पारदर्शिता के लिए इन्हें फुटनोट्स   खातों के टिप्पणियों  में प्रकट किया जाता है।",बैलेंस शीट के देयताओं वाले पक्ष में।,बैलेंस शीट के परिसंपत्तियों वाले पक्ष में।,लेखों की पुस्तकों में प्रदर्शित नहीं की जातीं।,बैलेंस शीट में टिप्पणी के रूप में। द इंस्टिट्यूट ऑफ कॉस्ट अकाउंटेंट्स ऑफ इंडिया ३ पी-५: वित्तीय लेखांकन - संक्षिप्त प्रश्न।,hindi,,,
english/339.jpg,339,সম্ভাব্য দায় কোথায় প্রদর্শিত হবে,ঘ,"সম্ভাব্য দায়   যেমন একটি মুলতুবি মামলা  এখনও প্রকৃত দায় নয়, তাই এগুলি ব্যালান্স শীটের মূল মোটে অন্তর্ভুক্ত হয় না, বরং স্বচ্ছতার জন্য ফুটনোটে   হিসাবের নোটে  প্রকাশ করা হয়।",ব্যালান্স শীটের দায়পত্র অংশে।,ব্যালান্স শীটের সম্পদ অংশে।,হিসাবের বইয়ে প্রদর্শিত হয় না।,ব্যালান্স শীটে নোট আকারে। দি ইনস্টিটিউট অফ কস্ট অ্যাকাউন্ট্যান্টস অফ ইন্ডিয়া ৩ পি-৫: ফিনান্সিয়াল অ্যাকাউন্টিং - সংক্ষিপ্ত প্রশ্ন।,bengali,,,
english/339.jpg,339,संभाव्य दायित्व कुठे दर्शविले जाईल,घ,"संभाव्य दायित्वे   उदा. प्रलंबित खटला  अद्याप वास्तविक दायित्वे नसतात, त्यामुळे ती बॅलन्स शीटच्या मुख्य एकूणात समाविष्ट केली जात नाहीत, परंतु पारदर्शकतेसाठी पादटिप्पणीत   खात्यांच्या टिप्पणीत  उघड केली जातात।",बॅलन्स शीटच्या दायित्वांच्या बाजूस।,बॅलन्स शीटच्या मालमत्तांच्या बाजूस।,लेखांच्या पुस्तकांत दर्शविली जात नाहीत।,बॅलन्स शीटमध्ये टिप म्हणून। द इन्स्टिट्यूट ऑफ कॉस्ट अकाउंटंट्स ऑफ इंडिया ३ पी-५: वित्तीय लेखांकन - संक्षिप्त प्रश्न।,marathi,,,
english/339.jpg,339,સંભવિત બાકીદારી ક્યાં દર્શાવવામાં આવશે,ઘ,"સંભવિત બાકીદારીઓ   જેમ કે બાકી રહેલો કેસ  હજી વાસ્તવિક બાકીદારીઓ નથી, તેથી તેને બેલેન્સ શીટના મુખ્ય કુલમાં સામેલ કરવામાં આવતી નથી, પરંતુ પારદર્શિતા માટે ફૂટનોટ્સ   હિસાબની નોંધોમાં  જાહેર કરવામાં આવે છે।",બેલેન્સ શીટના બાકીદારી પક્ષે।,બેલેન્સ શીટના સંપત્તિ પક્ષે।,હિસાબની પુસ્તકોમાં દર્શાવવામાં આવતી નથી।,બેલેન્સ શીટમાં નોંધ તરીકે। ધ ઇન્સ્ટિટ્યૂટ ઓફ કોસ્ટ અકાઉન્ટન્ટ્સ ઓફ ઇન્ડિયા ૩ પી-૫: ફાઇનાન્શિયલ અકાઉન્ટિંગ - સંક્ષિપ્ત પ્રશ્નો।,gujarati,,,
english/339.jpg,339,நிபந்தனைப் பொறுப்பு எங்கு காட்டப்படும்,௪,"நிபந்தனைப் பொறுப்புகள்   உதாரணமாக நிலுவையில் உள்ள வழக்கு  இன்னும் உண்மையான பொறுப்புகள் அல்ல, எனவே அவை சமநிலைப் பட்டியலின்   Balance Sheet  முக்கிய மொத்தத்தில் சேர்க்கப்படாது, ஆனால் வெளிப்படைத்தன்மைக்காக அடிக்குறிப்புகளில்   கணக்குகளுக்கான குறிப்புகளில்  வெளிப்படுத்தப்படும்.",சமநிலைப் பட்டியலின் பொறுப்புகள் பக்கத்தில்.,சமநிலைப் பட்டியலின் சொத்துகள் பக்கத்தில்.,கணக்கு புத்தகங்களில் காட்டப்படாது.,சமநிலைப் பட்டியலில் குறிப்பாக. தி இன்ஸ்டிட்யூட் ஆஃப் காஸ்ட் அக்கவுண்டன்ட்ஸ் ஆஃப் இந்தியா ௩ பி-௫: நிதி கணக்கியல் - சுருக்கமான கேள்விகள்.,tamil,,,
english/340.jpg,340,किसी परोपकारी संस्था के आय विवरण को क्या कहा जाता है?,ग,"परोपकारी संस्थाएँ ""लाभ"" के लिए कार्य नहीं करतीं, इसलिए वे ""आय और व्यय खाता"" तैयार करती हैं ताकि ""अधिशेष"" या ""घाटा"" का निर्धारण किया जा सके।",लाभ और हानि विवरण,रसीद और भुगतान खाता,आय और व्यय खाता,लाभ और हानि खाता,hindi,,,
english/340.jpg,340,একটি দাতব্য প্রতিষ্ঠানের আয় বিবৃতিকে কী বলা হয়?,গ,"দাতব্য প্রতিষ্ঠানগুলি ""লাভ"" এর জন্য পরিচালিত হয় না, তাই তারা ""আয় ও ব্যয় হিসাব"" প্রস্তুত করে ""অধিশেষ"" বা ""ঘাটতি"" নির্ধারণের জন্য।",লাভ ও ক্ষতির বিবৃতি,রসিদ ও পরিশোধ হিসাব,আয় ও ব্যয় হিসাব,লাভ ও ক্ষতির হিসাব,bengali,,,
english/340.jpg,340,एखाद्या परोपकारी संस्थेच्या उत्पन्न विवरणाला काय म्हणतात?,ग,"परोपकारी संस्था ""नफा"" मिळविण्यासाठी कार्य करत नाहीत, त्यामुळे त्या ""उत्पन्न व खर्च खाते"" तयार करतात जेणेकरून ""अधिशेष"" किंवा ""तुटी"" चे निर्धारण करता येईल।",नफा व तोटा विवरण,पावत्या व देयके खाते,उत्पन्न व खर्च खाते,नफा व तोटा खाते,marathi,,,
english/340.jpg,340,કોઈ ચેરિટેબલ સંસ્થાના આવક નિવેદનને શું કહેવામાં આવે છે?,ગ,"ચેરિટેબલ સંસ્થાઓ ""નફા"" માટે કાર્ય કરતી નથી, તેથી તેઓ ""આવક અને ખર્ચ ખાતું"" તૈયાર કરે છે જેથી ""અધિશેષ"" અથવા ""ઘાટો"" નક્કી કરી શકાય।",નફા અને નુકસાનનું નિવેદન,રસીદ અને ચુકવણી ખાતું,આવક અને ખર્ચ ખાતું,નફા અને નુકસાન ખાતું,gujarati,,,
english/340.jpg,340,ஒரு தொண்டு நிறுவனத்தின் வருவாய் அறிக்கையை என்ன என்று அழைக்கப்படுகிறது?,௩,"தொண்டு நிறுவனங்கள் ""லாபம்"" நோக்கமாக இயங்குவதில்லை, எனவே அவை ""வருவாய் மற்றும் செலவுக் கணக்கு"" தயாரித்து ""இலாப அதிகம்"" அல்லது ""பற்றாக்குறை"" என்பதை நிர்ணயிக்கின்றன.",லாப நஷ்ட அறிக்கை,ரசீது மற்றும் கட்டணக் கணக்கு,வருவாய் மற்றும் செலவுக் கணக்கு,லாப நஷ்டக் கணக்கு,tamil,,,
